,movie_id,name,first_score,last_score,pageviews,genre
3341,685977,Sixteen Candles,-0.3612,0.6808,43981.89229249012,Comedy
1447,805097,School of Rock,-0.296,0.128,43001.03697299078,Comedy
531,3217,Army of Darkness,-0.7269,-0.5994,42771.59453227931,Comedy
3574,513090,All Dogs Go to Heaven,0.4019,0.5106,42302.96648550725,Comedy
924,75933,Dangerous Liaisons,-0.5023,-0.4767,42232.65200922266,Comedy
3294,44302,Amélie,-0.3182,0.5859,42172.071887351776,Comedy
1130,75222,Spaceballs,-0.4939,-0.4767,42053.6378458498,Comedy
1830,237303,Bruce Almighty,0.4215,0.9365,41935.31373517786,Comedy
1474,1239400,The Land Before Time,0.6249,0.8885,41727.94087615284,Comedy
3469,277148,My Best Friend's Wedding,0.2732,0.7096,41315.44968708827,Comedy
2055,844078,Smokey and the Bandit,0.5574,0.8402,41304.555418313576,Comedy
184,709490,Anchorman: The Legend of Ron Burgundy,0.5859,-0.4939,41290.158926218704,Comedy
2231,24586901,Knight and Day,0.34,-0.6249,40789.92358366271,Comedy
2441,695249,Home Alone 3,-0.8591,-0.5106,40720.09692028985,Comedy
2853,2886036,Talladega Nights: The Ballad of Ricky Bobby,-0.34,0.3612,40603.79907773386,Comedy
1208,1244836,Jingle All the Way,-0.5423,0.7096,39994.54001976285,Comedy
3259,10487,Evil Dead II,-0.0772,0.7777,39699.43972332016,Comedy
1076,1428132,Cool Runnings,-0.9313,0.5106,39376.78507905138,Comedy
1435,22637746,Pippi Longstocking,-0.4588,-0.2244,38441.46615612648,Comedy
3069,520990,Trading Places,0.5859,0.3612,38225.36503623189,Comedy
1053,2696891,Charlotte's Web,-0.6908,0.882,38146.54957180501,Comedy
1161,277149,There's Something About Mary,-0.8834,0.6666,38146.28096179184,Comedy
1824,30471278,Student of the Year,0.8316,0.4404,38138.92934782609,Comedy
1657,18952889,"It's a Mad, Mad, Mad, Mad World",0.2023,0.2263,37840.41254940712,Comedy
2271,88075,Shakespeare in Love,-0.4767,0.8555,37443.41501976285,Comedy
2262,1665752,White Men Can't Jump,-0.431,0.4767,37039.47908432148,Comedy
2703,24522784,Maryada Ramanna,-0.8658,0.3818,36985.422924901184,Comedy
1456,331586,Crocodile Dundee,0.4019,0.7553,36703.81818181818,Comedy
2676,442647,Young Frankenstein,0.7003,0.8934,36646.46245059288,Comedy
64,4836072,My Fair Lady,-0.25,0.6249,36515.0716403162,Comedy
1476,932297,The Road to El Dorado,0.3182,-0.4019,35743.92572463768,Comedy
3532,28386410,Horrible Bosses,0.1779,-0.7506,35653.95923913044,Comedy
2848,1774803,Bridget Jones's Diary,-0.8399,0.4215,35463.781455862976,Comedy
2549,320527,Pink Flamingos,0.2023,0.2263,35350.153162055336,Comedy
3121,5842075,Fear and Loathing in Las Vegas,-0.3182,0.5423,35144.491436100136,Comedy
3257,730734,Scooby-Doo 2: Monsters Unleashed,-0.1779,-0.296,34529.002799736496,Comedy
2145,7167797,"Synecdoche, New York",0.25,0.34,34507.61413043478,Comedy
2742,1228937,Lemony Snicket's A Series of Unfortunate Events,0.5574,-0.296,34227.31389986824,Comedy
2480,454223,Pretty in Pink,0.4588,0.7351,33838.81884057971,Comedy
2634,532618,Scary Movie 2,0.1779,-0.8442,33519.08069828722,Comedy
3416,23252763,Monsters University,-0.3182,0.899,33242.02470355731,Comedy
810,3966196,Are You Being Served?,0.4019,0.2263,32885.895092226616,Comedy
2777,709419,Dodgeball: A True Underdog Story,0.1531,-0.3818,32599.70355731225,Comedy
1562,973077,An American Tail,-0.6705,0.5267,32479.37022397892,Comedy
2056,997939,Kindergarten Cop,-0.8807,0.807,32396.839920948616,Comedy
2886,326124,Irma Vep,0.296,-0.4404,32359.63290513834,Comedy
3231,17458139,Rab Ne Bana Di Jodi,-0.25,0.5719,31520.098814229248,Comedy
2851,213275,Back to the Future Part III,-0.0516,0.4767,31413.533596837948,Comedy
2754,885776,The Cable Guy,-0.2023,0.7845,31014.69466403162,Comedy
2580,1452377,Cry-Baby,-0.2732,-0.7351,30780.89229249012,Comedy
672,2576917,Evan Almighty,0.431,0.6705,30382.25247035573,Comedy
2819,23808966,Bill & Ted's Excellent Adventure,0.8979,0.6249,30292.780797101448,Comedy
2386,903140,Munna Bhai M.B.B.S.,-0.5423,0.34,30198.8593544137,Comedy
2190,241603,Austin Powers: The Spy Who Shagged Me,0.5267,0.6369,29563.72159090909,Comedy
3064,4120837,The Wind in the Willows,0.2263,0.2263,29332.218379446644,Comedy
2764,970386,The SpongeBob SquarePants Movie,0.5859,-0.0516,29253.645421607376,Comedy
630,733213,The Princess Diaries 2: Royal Engagement,0.5106,-0.296,28932.533761528324,Comedy
2571,1596589,Encino Man,-0.34,0.7717,28912.754281949936,Comedy
1271,92999,Wag the Dog,0.1779,-0.765,28882.038290513832,Comedy
187,289253,Grease 2,0.3182,0.6124,28876.377799736496,Comedy
3171,596639,Three Men and a Baby,0.5719,0.34,28729.648962450592,Comedy
1261,5524740,Osmosis Jones,-0.6908,0.296,28590.129364295128,Comedy
2542,279813,Raising Arizona,-0.5267,0.7964,28583.427618577072,Comedy
997,3748536,Rang De Basanti,-0.4215,-0.4404,28246.89031620553,Comedy
431,880056,Scary Movie 3,-0.5994,-0.2263,28038.717391304348,Comedy
3329,536521,Creepshow,-0.7906,-0.9552,27988.536231884056,Comedy
69,506119,Out of Sight,-0.5574,0.875,27888.220355731224,Comedy
628,101813,The Family Man,0.3612,0.1406,27878.7481884058,Comedy
768,1075838,The Life Aquatic with Steve Zissou,0.8126,0.8834,27523.57789855072,Comedy
2658,1654450,Dil To Pagal Hai,0.6369,0.7717,27520.6342226614,Comedy
3500,23002264,Hot Tub Time Machine,-0.4215,0.4215,27377.49670619236,Comedy
1472,900231,Team America: World Police,-0.7184,-0.7579,27227.995718050064,Comedy
1177,363255,Muriel's Wedding,-0.7906,-0.5106,26413.80764163373,Comedy
2766,885824,Scrooged,-0.3818,0.9326,26395.909914361004,Comedy
451,451821,EuroTrip,-0.4019,-0.128,26218.35144927536,Comedy
2922,1424178,The Simpsons Movie,-0.6705,0.296,26043.718708827404,Comedy
2246,6238106,The Darjeeling Limited,-0.4215,0.2023,25976.82501646904,Comedy
2920,227291,The Hot Chick,0.5106,-0.5106,25820.140316205536,Comedy
2648,1145800,"Me, Myself & Irene",0.25,-0.4939,25353.349637681164,Comedy
591,157172,Time Bandits,-0.101,-0.8176,25145.4908596838,Comedy
1376,1480754,My Dinner with Andre,0.2732,0.25,25139.33448616601,Comedy
1831,33757147,Seven Psychopaths,-0.0258,0.5267,25040.009881422924,Comedy
3038,9513043,You Don't Mess with the Zohan,0.7461,0.3612,24934.571146245056,Comedy
2967,3826681,Phir Hera Pheri,0.5574,0.0258,24847.73517786561,Comedy
1961,113013,Stand and Deliver,0.6597,0.3182,24786.427371541504,Comedy
981,2460704,Pokémon: The First Movie,-0.3612,0.4767,24742.519104084324,Comedy
2452,230536,Good Burger,0.7351,0.8316,24701.24777667984,Comedy
2665,129444,Driving Miss Daisy,0.128,-0.1531,24691.308876811592,Comedy
2969,43849,The Apartment,-0.3612,0.6369,24195.86511857708,Comedy
1902,16706073,"I Love You, Man",0.4019,-0.8591,24017.27602108037,Comedy
1863,320496,Bad Santa,0.7096,0.25,23720.386116600792,Comedy
188,873469,Harold & Kumar Go to White Castle,-0.0516,0.296,23711.288702239788,Comedy
358,670386,Bull Durham,0.0258,-0.4019,23347.918972332016,Comedy
959,201553,Romy and Michele's High School Reunion,0.4767,0.4767,23270.847002635044,Comedy
2373,2080169,Never Been Kissed,0.2838,0.7003,23220.085227272724,Comedy
2316,1323106,Gremlins 2: The New Batch,-0.7964,-0.3182,23038.751976284584,Comedy
1747,1095555,Kung Pow! Enter the Fist,-0.872,-0.5719,23003.045454545456,Comedy
778,10812453,Monsters vs. Aliens,-0.25,-0.7351,22992.191617259552,Comedy
3434,542202,Strictly Ballroom,0.8126,0.4215,22966.215415019764,Comedy
1031,2018921,The First Wives Club,0.4767,0.5423,22860.61660079052,Comedy
1059,3154528,Just Friends,0.4404,0.8689,22854.74752964427,Comedy
1623,2255067,Vegas Vacation,0.5423,0.5719,22853.36569499341,Comedy
2008,19078976,Funny People,0.788,0.8176,22692.473649538868,Comedy
79,5264560,Blades of Glory,0.6652,0.5106,22559.242341897232,Comedy
2735,924835,Airheads,0.4767,-0.5106,22557.312252964428,Comedy
1921,44696,It Happened One Night,0.5256,0.4404,22326.539855072464,Comedy
2410,232795,"South Park: Bigger, Longer & Uncut",0.4767,-0.296,22298.522727272728,Comedy
2468,9779574,The Scarlet Pimpernel,-0.875,0.3182,22274.350131752308,Comedy
462,256337,Charlie's Angels: Full Throttle,0.4404,0.5719,22198.16691370224,Comedy
42,228355,The Naked Gun: From the Files of Police Squad!,-0.4404,0.128,22087.878293807644,Comedy
1302,20332464,Couples Retreat,0.5574,0.4576,22001.12195322793,Comedy
1249,7404698,The Bucket List,-0.6597,0.5994,21964.302865612648,Comedy
1436,4209429,Buzz Lightyear of Star Command: The Adventure Begins,0.3182,0.0772,21851.679347826088,Comedy
1487,12260598,Ice Age: Dawn of the Dinosaurs,-0.4767,-0.765,21838.222579051384,Comedy
427,3978441,Flash Gordon,-0.4939,0.3182,21792.387351778656,Comedy
3219,194693,Spy Kids 3-D: Game Over,0.4235,0.7783,21768.668478260868,Comedy
3412,212671,So I Married an Axe Murderer,-0.6249,0.5719,21733.189476284584,Comedy
916,600194,Cool World,-0.5994,-0.4215,21655.30665349144,Comedy
1903,22726015,The Invention of Lying,-0.5106,0.3182,21436.122776679844,Comedy
2601,1629631,Karan Arjun,-0.4767,0.3612,21347.411725955204,Comedy
1316,933321,Kelly's Heroes,-0.7906,0.1531,21338.26416337286,Comedy
1813,1448945,The Brave Little Toaster,0.1779,-0.5574,21335.72875494071,Comedy
2227,4180278,Inspector Gadget,0.34,0.6755,21311.67613636364,Comedy
3579,19861657,Get Him to the Greek,-0.6808,0.4404,20986.7720685112,Comedy
1885,3936140,Smokin' Aces,-0.296,-0.7096,20961.245059288536,Comedy
2837,2303174,Ice Age: The Meltdown,-0.4767,-0.8074,20917.141963109352,Comedy
791,19994247,Yogi Bear,-0.5574,-0.3182,20819.478260869564,Comedy
108,1389153,"Dude, Where's My Car?",-0.296,-0.0516,20735.769927536232,Comedy
2035,14706880,Four Christmases,-0.1027,0.4939,20690.324110671936,Comedy
1583,807842,Beverly Hills Cop II,0.2732,0.6486,20602.035573122528,Comedy
3407,28903466,The Change-Up,-0.1576,0.3612,20492.60054347826,Comedy
1825,142274,The Adventures of Buckaroo Banzai Across the 8th Dimension,0.3818,-0.25,20454.421936758896,Comedy
2418,13253566,Role Models,0.7906,0.5473,20441.596837944664,Comedy
3423,432236,Pee-wee's Big Adventure,0.5719,0.5574,20390.110260210804,Comedy
2033,9391085,High School Musical 3: Senior Year,-0.3182,0.3612,20347.986166007904,Comedy
3367,4867859,How the Grinch Stole Christmas!,0.8683,0.3182,20247.851778656124,Comedy
968,17289439,The Pirates of Penzance,0.4939,0.7003,20243.952816205536,Comedy
1126,1324831,Mujhse Dosti Karoge!,0.4767,0.6682,20107.428853754944,Comedy
145,768808,The Frighteners,-0.6597,-0.3182,19987.483201581028,Comedy
2966,16368206,Paul Blart: Mall Cop,-0.2716,0.3612,19913.646656785244,Comedy
1086,73375,Bride of Frankenstein,0.5574,-0.5719,19891.59230895916,Comedy
3158,22967108,Date Night,-0.3182,0.6369,19852.395256917,Comedy
3363,7123113,The Adventures of Baron Munchausen,0.4019,0.25,19737.72084980237,Comedy
274,164502,The Adventures of Baron Munchausen,0.34,0.6124,19737.72084980237,Comedy
195,2150615,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,-0.4404,-0.4588,19616.88554018445,Comedy
1319,8931001,Maximum Overdrive,-0.6369,-0.4215,19565.60079051384,Comedy
1458,7984838,Semi-Pro,0.7964,0.3818,19482.2564229249,Comedy
2700,284619,To Die For,0.8484,-0.743,19471.75321146245,Comedy
2492,17323415,Bride Wars,0.8074,0.8442,19435.583415678524,Comedy
1746,1212256,Homeward Bound: The Incredible Journey,0.4019,0.6808,19413.48418972332,Comedy
3013,23750252,Four Lions,-0.6705,-0.9062,19252.953886693016,Comedy
2997,1735236,Deuce Bigalow: Male Gigolo,-0.4404,-0.4767,19215.25568181818,Comedy
2296,13485985,"Angus, Thongs and Perfect Snogging",0.4767,0.4939,19141.692687747032,Comedy
1336,475977,Can't Hardly Wait,0.743,-0.2991,19038.376811594204,Comedy
521,149748,A Night at the Roxbury,0.5106,0.7269,18965.18115942029,Comedy
2436,1922815,Cheaper by the Dozen 2,0.4019,-0.1655,18805.1783596838,Comedy
1875,5095233,John Tucker Must Die,-0.5423,-0.3612,18693.61791831357,Comedy
2105,32026934,Seeking a Friend for the End of the World,-0.8519,0.4588,18672.62335309618,Comedy
2689,2019025,Desperately Seeking Susan,0.0772,-0.4019,18348.343708827404,Comedy
2593,28063569,The Lorax,0.4215,0.7096,18249.65135046113,Comedy
1438,3448857,Mr. Magoo,-0.7574,-0.6808,18023.85243741765,Comedy
3235,1623267,The Last Dragon,0.8519,-0.1779,18016.039443346504,Comedy
3169,60174,Seven Brides for Seven Brothers,0.2732,0.1027,17628.08300395257,Comedy
3201,5444611,Accepted,-0.25,-0.4404,17603.14558629776,Comedy
3444,946305,What About Bob?,-0.7269,-0.2732,17466.814558629776,Comedy
714,17997162,Brüno,0.0516,0.1779,17200.23262516469,Comedy
2606,675213,Young Guns II,-0.6705,0.5423,17060.338932806328,Comedy
2670,1129009,Re-Animator,-0.6486,-0.296,16977.664196310936,Comedy
1605,3734733,Addams Family Reunion,0.4215,0.9042,16941.892951251648,Comedy
2244,14708304,Crank: High Voltage,-0.1531,-0.1027,16783.784173254284,Comedy
1621,483745,Real Genius,-0.296,-0.1779,16769.315382081684,Comedy
3227,2273984,Thank You for Smoking,-0.2732,0.4215,16514.755187747036,Comedy
985,20320460,Black Dynamite,-0.2732,0.6249,16480.605648880108,Comedy
2282,30857702,Virgin Territory,-0.5994,0.2732,16466.673089591568,Comedy
5,4356664,No Entry,0.6489,0.0772,16425.361660079052,Comedy
597,11448113,Friday After Next,-0.6908,-0.0516,16379.09090909091,Comedy
2855,22937227,Alvin and the Chipmunks: The Squeakquel,0.0772,-0.1531,16341.170536890646,Comedy
3237,369790,The Master of Disguise,-0.8752,-0.6249,16271.845849802374,Comedy
3149,103029,Breaking Away,0.1531,0.6124,16234.177371541504,Comedy
3420,2420966,Tenacious D in The Pick of Destiny,-0.296,0.3716,16125.31093544137,Comedy
449,10044747,Mungaru Male,0.4939,-0.8442,16054.11956521739,Comedy
1795,18279525,Ajab Prem Ki Ghazab Kahani,0.8126,0.7506,16048.45808629776,Comedy
1045,945029,Analyze This,-0.7506,0.6249,15994.090909090908,Comedy
280,1525408,The Legend of Bagger Vance,0.9217,0.4019,15686.590579710148,Comedy
3338,12758034,Hannah Montana: The Movie,0.705,0.7964,15642.138092885376,Comedy
1963,76353,The Shop Around the Corner,0.5719,0.6124,15579.050065876154,Comedy
1360,21135479,Little Lord Fauntleroy,-0.1531,-0.1531,15578.52618577075,Comedy
2533,1724301,Turner & Hooch,0.0258,0.802,15558.74547101449,Comedy
2572,22448229,A Little Night Music,0.6115,0.9109,15534.260869565216,Comedy
2792,360138,24 Hour Party People,0.3182,0.4927,15518.156126482214,Comedy
465,385706,The Lion King 1½,-0.079,-0.2263,15460.941205533596,Comedy
841,258732,The American President,0.4215,0.4215,15328.415596179184,Comedy
3415,972970,Waiting to Exhale,0.6369,0.3182,15289.401762187088,Comedy
2926,474527,Confessions of a Teenage Drama Queen,-0.3818,0.6124,15256.705368906454,Comedy
1859,436955,Benny & Joon,-0.6369,0.8402,15214.16699604743,Comedy
870,26818875,What's Your Number?,0.5574,0.2144,15164.8125,Comedy
558,27907826,Mankatha,-0.7964,-0.6705,15154.872282608696,Comedy
1062,16428005,Pollyanna,-0.2263,0.7184,15058.848484848486,Comedy
510,1456329,An American Tail: Fievel Goes West,-0.7074,0.5574,14922.956110013174,Comedy
522,4844617,City Hunter,0.3182,0.7096,14920.142786561264,Comedy
1483,1744593,Miss Congeniality 2: Armed and Fabulous,0.5859,-0.5719,14916.602272727272,Comedy
2706,3303622,Father of the Bride Part II,0.3818,-0.2732,14770.842885375494,Comedy
37,101523,Jay and Silent Bob Strike Back,-0.6908,0.5574,14489.305088932806,Comedy
289,2717905,The Benchwarmers,-0.4767,0.25,14462.429512516468,Comedy
2739,194249,Shanghai Knights,-0.4215,0.3612,14416.76572793149,Comedy
1100,16596475,The Boat That Rocked,0.1935,0.4215,14336.242177206852,Comedy
2709,238906,Blues Brothers 2000,-0.872,0.1779,14304.887351778658,Comedy
1040,205512,Monty Python's The Meaning of Life,0.7506,0.8658,14277.554594861662,Comedy
3310,594240,Kate & Leopold,-0.34,0.4215,14271.459815546772,Comedy
2284,612018,The Flintstones in Viva Rock Vegas,0.8591,0.7717,14149.72463768116,Comedy
1304,8949458,Geppetto,0.5267,0.7506,14143.083333333334,Comedy
2564,176489,Joe Versus the Volcano,-0.6124,0.6486,14021.184782608696,Comedy
123,725468,Murder by Death,-0.6908,-0.0516,14018.848484848484,Comedy
2365,1597877,Intolerable Cruelty,-0.128,0.5574,14017.151350461134,Comedy
2708,5001692,Golmaal: Fun Unlimited,0.4215,0.7579,13967.222002635046,Comedy
1244,2194169,Teenage Mutant Ninja Turtles III,-0.2023,0.0772,13869.627717391304,Comedy
2710,20188509,Mean Girls 2,-0.4767,0.4767,13844.364130434784,Comedy
2270,576217,Don't Tell Mom the Babysitter's Dead,0.2023,0.0772,13804.462285902502,Comedy
843,683428,Kazaam,-0.765,0.8176,13782.561264822136,Comedy
1141,23380332,Nanny McPhee and the Big Bang,-0.5994,0.9517,13743.64163372859,Comedy
543,13814165,Meet the Spartans,-0.8807,0.0772,13710.499505928852,Comedy
960,8120239,Heyy Babyy,0.3612,0.2023,13648.596590909092,Comedy
2944,3152877,Summer Rental,-0.4019,0.8462,13642.441946640314,Comedy
3559,4691511,Lassie,-0.8442,-0.4019,13590.697134387352,Comedy
1579,1416397,Hot Shots! Part Deux,0.8248,0.4215,13579.375247035574,Comedy
991,1205729,Amar Akbar Anthony,-0.6705,-0.4588,13571.361248353098,Comedy
1381,695266,Lethal Weapon 3,-0.4939,-0.5719,13543.597496706192,Comedy
2111,471352,Ghost Dog: The Way of the Samurai,-0.2023,0.5106,13542.443181818182,Comedy
934,940565,Monsoon Wedding,-0.4939,0.4939,13537.7950428195,Comedy
1851,261364,Agent Cody Banks,0.4767,0.6808,13507.169713438736,Comedy
2213,4753099,Big Stan,-0.875,0.0754,13482.58860342556,Comedy
2222,100274,Hudson Hawk,0.1027,0.4939,13409.386528326746,Comedy
999,2284155,The New Guy,-0.7506,-0.1531,13372.57509881423,Comedy
774,897481,Just One of the Guys,0.296,0.4215,13355.055335968378,Comedy
2611,27719912,Siruthai,-0.7717,0.7096,13283.331521739132,Comedy
297,2853229,Thiruda Thiruda,-0.3182,0.3182,13275.23591897233,Comedy
22,22457596,American Pie Presents: The Book of Love,0.6249,-0.296,13247.854907773388,Comedy
1913,3032361,"You, Me and Dupree",-0.1027,-0.2263,13099.29677206851,Comedy
1380,3779953,Son in Law,0.4019,0.2732,13085.791749011856,Comedy
527,1210913,Pootie Tang,0.3182,-0.7845,13082.11478919631,Comedy
3493,4933146,My Super Ex-Girlfriend,-0.6652,-0.4215,12947.094532279314,Comedy
3192,2674130,Little Giants,0.8126,0.7717,12883.274044795784,Comedy
1280,22824908,Why Did I Get Married Too?,0.2023,0.0772,12791.314888010538,Comedy
2029,113464,Hannah and Her Sisters,0.4019,-0.3182,12790.79512516469,Comedy
2770,5419425,Daddy's Little Girls,0.4767,-0.1531,12749.717885375494,Comedy
516,2372920,Riding in Cars with Boys,0.4404,-0.1313,12702.395421607378,Comedy
1375,1968844,Throw Momma from the Train,-0.7096,0.8402,12686.85696640316,Comedy
2340,6267056,Chachi 420,-0.3612,0.3686,12672.231884057972,Comedy
1160,685832,Innerspace,-0.3182,0.7579,12586.847084980236,Comedy
2985,2425809,Mississippi Masala,-0.25,0.25,12580.672183794466,Comedy
2179,2102014,The Golden Child,-0.5106,0.4404,12580.22859025033,Comedy
2996,15336376,The Good Witch,-0.5574,-0.4201,12541.04199604743,Comedy
1278,9546734,Just Married,0.296,0.3818,12498.549407114624,Comedy
263,935892,Blue Hawaii,0.5719,0.0129,12474.861989459814,Comedy
3526,21761120,Three Men in a Boat,0.7783,0.8126,12355.272727272728,Comedy
117,531816,Eight Crazy Nights,-0.9382,0.4497,12312.446640316208,Comedy
578,9478609,The Secret Life of Walter Mitty,-0.7579,0.4939,12270.46129776021,Comedy
2339,2056480,"See No Evil, Hear No Evil",-0.4019,-0.3182,12219.805253623186,Comedy
3401,3412648,Harold & Kumar Escape from Guantanamo Bay,0.5574,0.3818,12190.086462450592,Comedy
749,3576873,All Dogs Go to Heaven 2,0.0258,0.8126,12173.421936758894,Comedy
556,4045254,Vampire's Kiss,-0.4019,-0.8779,12172.325428194994,Comedy
1288,2013364,Malibu's Most Wanted,0.3612,-0.6249,12153.897315546772,Comedy
2030,1565181,The Money Pit,0.0516,0.7906,12049.84255599473,Comedy
589,31073723,The Big Year,0.4588,0.0772,12003.739130434782,Comedy
1350,6559480,Zatoichi,-0.7783,0.0772,11969.244400527008,Comedy
212,265891,The Great Race,0.6249,-0.7096,11880.38924571805,Comedy
467,10862322,King Solomon's Mines,-0.3182,0.8126,11823.71129776021,Comedy
2125,2305752,The Players Club,-0.4404,0.5859,11804.121212121212,Comedy
474,27693775,The Dilemma,0.8126,0.5719,11801.64945652174,Comedy
3462,12675477,Dhamaal,0.6486,-0.4939,11675.359519104086,Comedy
2457,12918906,The Love Guru,-0.7096,0.34,11647.431818181818,Comedy
271,2513894,Analyze That,-0.7184,0.4767,11597.507905138342,Comedy
792,3210646,Breakfast of Champions,-0.2748,-0.6808,11521.619318181818,Comedy
2763,12217443,Damn Yankees,-0.0516,0.2023,11501.61067193676,Comedy
1192,1545870,She's Gotta Have It,0.7717,0.9524,11364.81093544137,Comedy
2680,1834015,Quick Change,-0.4588,0.25,11289.625494071148,Comedy
2302,3105139,The Mirror Has Two Faces,-0.3818,0.802,11286.369565217392,Comedy
3148,6241797,The Canterville Ghost,-0.3182,0.5267,11240.369565217392,Comedy
196,6251539,The Canterville Ghost,-0.3291,0.6808,11240.369565217392,Comedy
2124,668614,Cats Don't Dance,0.6705,0.2732,11194.971755599474,Comedy
3214,31014097,Ladies vs Ricky Bahl,0.3182,0.5719,11036.589673913044,Comedy
1553,7580904,Kadhal Desam,0.34,0.9364,11031.656126482214,Comedy
1426,11932765,The Courtship of Eddie's Father,0.2732,-0.6249,10999.88611660079,Comedy
246,20161466,The Spy Next Door,0.5994,0.8176,10978.403162055336,Comedy
586,7701711,Luck by Chance,0.8442,0.9413,10915.950592885374,Comedy
1620,24462484,Don't Bother to Knock,0.6808,0.6808,10906.005928853754,Comedy
546,255931,Tampopo,-0.5574,-0.5719,10902.465003293806,Comedy
3600,924771,The Naked Gun 2½: The Smell of Fear,0.7096,0.4019,10877.208580368906,Comedy
3483,1458752,Muppet Treasure Island,0.6597,0.4767,10832.671936758894,Comedy
3580,8548898,Music and Lyrics,0.34,0.8834,10755.761528326746,Comedy
453,472652,The City of Lost Children,-0.25,0.5106,10726.922101449274,Comedy
1535,29146986,Mere Brother Ki Dulhan,-0.5423,0.7346,10708.73097826087,Comedy
544,1934035,Grumpier Old Men,0.25,-0.886,10698.431735836626,Comedy
3390,101943,The Goodbye Girl,-0.4019,0.835,10629.88274044796,Comedy
385,737840,An American Werewolf in Paris,0.4767,0.3612,10572.805912384716,Comedy
542,992451,After the Sunset,-0.4939,0.7003,10527.814558629776,Comedy
2342,5195911,Return to Halloweentown,0.0516,0.5719,10519.90052700922,Comedy
2003,956388,Eight Legged Freaks,-0.7096,0.3818,10468.120553359686,Comedy
3128,820919,Spies Like Us,0.1779,0.5994,10428.583745059288,Comedy
2075,8288529,Vishwatma,0.743,0.2732,10397.519433465086,Comedy
314,3753182,My Bodyguard,0.7469,-0.0516,10385.336956521738,Comedy
148,685981,Loaded Weapon 1,-0.7922,-0.4939,10336.451086956522,Comedy
973,2251890,Maine Pyaar Kyun Kiya?,0.624,0.4939,10298.134387351778,Comedy
763,326982,Calendar Girls,0.802,0.1779,10296.671030961792,Comedy
908,23900668,Thillalangadi,0.7269,0.0516,10247.588932806324,Comedy
2040,3251133,Garfield: A Tail of Two Kitties,0.3859,0.9477,10240.383399209486,Comedy
1832,5673173,American Pie Presents: The Naked Mile,-0.3612,0.3612,10206.184453227932,Comedy
805,2490812,Tremors 2: Aftershocks,0.0516,0.3612,10118.534090909092,Comedy
2182,17733263,Bottle Shock,0.7906,0.5719,10079.622035573122,Comedy
2968,3075802,Date Movie,0.0772,0.3612,10037.898550724636,Comedy
2845,685721,Teen Wolf Too,0.2732,0.4939,10034.698369565216,Comedy
2774,2783476,The Last American Virgin,0.8176,-0.765,10023.626482213438,Comedy
2096,2602021,How Stella Got Her Groove Back,0.807,0.8885,9997.26350461133,Comedy
127,2606345,American Pie Presents: Band Camp,0.3612,0.7717,9946.067934782608,Comedy
2791,13903487,All About Steve,0.6597,0.8176,9881.830533596838,Comedy
2872,5252749,Swashbuckler,-0.7717,0.2732,9871.791666666666,Comedy
648,163457,The Last Detail,-0.5106,-0.7717,9852.692028985508,Comedy
888,2598262,Murmur of the Heart,0.34,-0.2263,9837.039113965746,Comedy
529,277713,The Tuxedo,-0.1531,0.5859,9817.001976284586,Comedy
2577,3153023,Beverly Hills Ninja,-0.2023,0.0516,9787.029067852438,Comedy
152,35685303,Adult World,0.3716,0.4588,9769.003787878786,Comedy
2166,13098785,Sweet Charity,0.4215,0.5267,9697.16526679842,Comedy
2726,1331395,The Adventures of Pluto Nash,-0.8817,0.7906,9670.411067193678,Comedy
2044,1099178,The Muppets Take Manhattan,0.3612,0.6652,9621.627964426876,Comedy
1703,8039722,"Wake Up, Ron Burgundy: The Lost Movie",-0.34,-0.34,9597.21837944664,Comedy
1691,2056466,The Animal,0.6369,0.5994,9583.58852108037,Comedy
2662,586023,Those Magnificent Men in Their Flying Machines,0.8316,-0.34,9560.965579710144,Comedy
2007,643850,Down Periscope,-0.0772,0.3612,9546.881916996048,Comedy
1005,23977758,I Hate Luv Storys,0.5719,0.9001,9409.096179183136,Comedy
2081,1589300,Very Bad Things,0.8658,-0.9042,9339.099802371542,Comedy
1705,3056404,Vampire in Brooklyn,-0.4588,0.6114,9311.900609354412,Comedy
3094,3303352,Crimewave,0.34,0.25,9307.456357048746,Comedy
1170,7845053,Meet Dave,-0.1531,0.6249,9299.561264822132,Comedy
1513,7328023,Mere Yaar Ki Shaadi Hai,0.4939,-0.1531,9256.727272727274,Comedy
1677,23615900,Camp Rock 2: The Final Jam,0.8834,0.4927,9184.210803689064,Comedy
1004,3329115,She Hate Me,-0.25,0.4404,9148.28969038208,Comedy
1498,639319,You Got Served,0.0258,0.8074,9102.998188405796,Comedy
348,25578209,Fred: The Movie,0.4588,0.3182,9074.592885375494,Comedy
1524,2403302,D3: The Mighty Ducks,0.4019,0.7003,9066.088932806324,Comedy
2325,26982554,Sharpay's Fabulous Adventure,0.0772,-0.25,9062.782608695654,Comedy
3082,930561,Remo Williams: The Adventure Begins,0.3182,-0.6249,9059.37269433465,Comedy
853,871130,Raising Helen,0.7841,-0.3612,9052.70256916996,Comedy
483,2676601,Dickie Roberts: Former Child Star,0.4926,0.5859,9039.927536231884,Comedy
3009,881249,Eat Drink Man Woman,-0.0258,0.743,9036.02766798419,Comedy
1525,4672611,Teen Witch,0.2846,0.9153,9008.65036231884,Comedy
